Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
lupinus_bicolor,lupinus_bicolor,LUPBIC,Dicot,Annual,Forb/herb,fabaceae,s,15.9,149.3,0.8193,10.5,,8.53,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_microcarpus,lupinus_microcarpus,LUPMIC,Dicot,Annual,Forb/herb,fabaceae,n,29.2,237.4,0.8669,9.5,,18.48,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_microcarpus,lupinus_microcarpus,LUPMIC,Dicot,Annual,Forb/herb,fabaceae,s,14.2,,,10.4,,18.48,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_nanus,lupinus_nanus,LUPNAN,Dicot,Annual,Forb/herb,fabaceae,n,38.8,180.3,0.8821,10,,9.22,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_succulentus,lupinus_succulentus,LUPSUC,Dicot,Annual,Forb/herb,fabaceae,n,46.3,140.8,0.857,9.4,,24.8,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
lupinus_succulentus,lupinus_succulentus,LUPSUC,Dicot,Annual,Forb/herb,fabaceae,s,16.9,145.1,0.8602,10.3,,24.8,BallisticAnimal,0,0,0,1,0,0,0,0,0,1
luzula_comosa,luzula_comosa,LUZCOM,Monocot,Perennial,Graminoid,juncaceae,n,28.4,348.7,0.7767,15.8,,0.72,WindAnt,1,0,0,0,1,0,0,0,0,0
luzula_comosa,luzula_comosa,LUZCOM,Monocot,Perennial,Graminoid,juncaceae,s,24.5,263,0.8026,44.9,,0.72,WindAnt,1,0,0,0,1,0,0,0,0,0
luzula_parviflora,luzula_parviflora,LUZPAR,Monocot,Perennial,Graminoid,juncaceae,n,20.5,465,0.8565,12.8,,0.25,WindAnt,1,0,0,0,1,0,0,0,0,0
madia_elegans,madia_elegans,MADELE,Dicot,Annual,Forb/herb,asteraceae,n,30.6,209.8,0.8359,28.7,,1.2,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_elegans,madia_elegans,MADELE,Dicot,Annual,Forb/herb,asteraceae,s,35.2,186.5,0.7886,20.1,,1.2,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_exigua,madia_exigua,MADEXI,Dicot,Annual,Forb/herb,asteraceae,n,11.3,222.4,0.7704,28.6,,0.59,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_exigua,madia_exigua,MADEXI,Dicot,Annual,Forb/herb,asteraceae,s,15.9,250.8,0.8295,30.8,,0.59,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_gracilis,madia_gracilis,MADGRA,Dicot,Annual,Forb/herb,asteraceae,n,30.7,242.5,0.8361,20.3,,1.9,BirdMammal,0,0,0,0,0,0,0,1,1,0
madia_gracilis,madia_gracilis,MADGRA,Dicot,Annual,Forb/herb,asteraceae,s,37.1,171.8,0.8109,27.7,,1.9,BirdMammal,0,0,0,0,0,0,0,1,1,0
malacothrix_clevelandii,malacothrix_clevelandii,MALCLE,Dicot,Annual,Forb/herb,asteraceae,s,20,177.9,0.8581,17.8,,0.05,Unassisted,0,1,0,0,0,0,0,0,0,0
malacothrix_floccifera,malacothrix_floccifera,MALFLO,Dicot,Annual,Forb/herb,asteraceae,s,20,208.7,0.8908,23.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
medicago_polymorpha,medicago_polymorpha,MEDPOL,Dicot,"Annual, Perennial",Forb/herb,fabaceae,n,19.5,271.1,0.7799,10,,2.82,Adhesive,0,0,1,0,0,0,0,0,0,0
medicago_polymorpha,medicago_polymorpha,MEDPOL,Dicot,"Annual, Perennial",Forb/herb,fabaceae,s,15.9,198.9,0.7458,10.3,,2.82,Adhesive,0,0,1,0,0,0,0,0,0,0
melica_californica,melica_californica,MELCAL,Monocot,Perennial,Graminoid,poaceae,n,43.2,131.9,0.5557,26.8,,1.42,UnassistedWindAnt,1,1,0,0,1,0,0,0,0,0
melica_californica,melica_californica,MELCAL,Monocot,Perennial,Graminoid,poaceae,s,63.7,111.5,0.4879,19.3,,1.42,UnassistedWindAnt,1,1,0,0,1,0,0,0,0,0
melica_geyeri,melica_geyeri,MELGEY,Monocot,Perennial,Graminoid,poaceae,n,78.2,123.7,0.6806,25.2,,0.93,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melica_geyeri,melica_geyeri,MELGEY,Monocot,Perennial,Graminoid,poaceae,s,63.7,95.3,0.693,21.8,,0.93,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melica_subulata,melica_subulata,MELSUB,Monocot,Perennial,Graminoid,poaceae,n,34.2,384.9,0.7414,19,,,Wind,1,0,0,0,0,0,0,0,0,0
melica_torreyana,melica_torreyana,MELTOR,Monocot,Perennial,Graminoid,poaceae,n,52,397.4,0.65,18.4,,,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melica_torreyana,melica_torreyana,MELTOR,Monocot,Perennial,Graminoid,poaceae,s,50,283,0.5765,29,,,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melilotus_indica,melilotus_indica,MELIND,Dicot,Annual,Forb/herb,fabaceae,n,74.6,169.5,0.776,13.5,,2.8,UnassistedWind,1,1,0,0,0,0,0,0,0,0
melilotus_indica,melilotus_indica,MELIND,Dicot,Annual,Forb/herb,fabaceae,s,24.5,238.6,0.7837,11,,2.8,UnassistedWind,1,1,0,0,0,0,0,0,0,0
mentzelia_dispersa,mentzelia_dispersa,MENDIS,Dicot,Annual,Forb/herb,loasaceae,n,9.1,230.5,0.8033,27.4,,0.2,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
mertensia_bella,mertensia_bella,MERBEL,Dicot,Perennial,Forb/herb,boraginaceae,n,9,837.5,0.9163,7.7,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
micropus_californicus,micropus_californicus,MICCAL,Dicot,Annual,Forb/herb,asteraceae,n,18.9,417.9,0.7738,16.7,,0.52,No_Data,,,,,,,,,,
micropus_californicus,micropus_californicus,MICCAL,Dicot,Annual,Forb/herb,asteraceae,s,13.7,282.2,0.7516,15.1,,0.52,No_Data,,,,,,,,,,
microseris_douglasii,microseris_douglasii,MICDOU,Dicot,Annual,Forb/herb,asteraceae,n,8.6,663.7,0.8469,19.3,,1.94,Wind,1,0,0,0,0,0,0,0,0,0
microseris_douglasii,microseris_douglasii,MICDOU,Dicot,Annual,Forb/herb,asteraceae,s,6,278.2,0.835,16.7,,1.94,Wind,1,0,0,0,0,0,0,0,0,0
microseris_laciniata,microseris_laciniata,MICLAC,Dicot,Perennial,Forb/herb,asteraceae,s,10.9,105.6,0.8363,15.1,,1.43,Wind,1,0,0,0,0,0,0,0,0,0
mimulus_aurantiacus,mimulus_aurantiacus,MIMAUR,Dicot,Perennial,Shrub,scrophulariaceae,n,107.6,125,0.6628,34.1,0.24,0.06,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_aurantiacus,mimulus_aurantiacus,MIMAUR,Dicot,Perennial,Shrub,scrophulariaceae,s,44.9,107.3,0.6813,34.8,,0.06,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_douglasii,mimulus_douglasii,MIMDOU,Dicot,Annual,Forb/herb,scrophulariaceae,s,1.2,207.5,0.8178,26.6,,0.1,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_guttatus,mimulus_guttatus,MIMGUT,Dicot,"Annual, Perennial",Forb/herb,scrophulariaceae,n,13.6,572.6,0.8981,12.7,,0.02,UnassistedWindWater,1,1,0,0,0,1,0,0,0,0
mimulus_guttatus,mimulus_guttatus,MIMGUT,Dicot,"Annual, Perennial",Forb/herb,scrophulariaceae,s,9.6,314.5,0.8943,11,,0.02,UnassistedWindWater,1,1,0,0,0,1,0,0,0,0
mimulus_layneae,mimulus_layneae,MIMLAY,Dicot,Annual,Forb/herb,scrophulariaceae,s,4,1832.6,0.8517,19.5,,,Unassisted,0,1,0,0,0,0,0,0,0,0
mimulus_nudatus,mimulus_nudatus,MIMNUD,Dicot,Annual,Forb/herb,scrophulariaceae,s,10.4,279.8,0.8747,19.1,,0.01,Unassisted,0,1,0,0,0,0,0,0,0,0
minuartia_californica,minuartia_californica,MINCAL,Dicot,Annual,Forb/herb,caryophyllaceae,s,3.6,297.5,0.6364,20,,,UnassistedAnt,0,1,0,0,1,0,0,0,0,0
minuartia_douglasii,minuartia_douglasii,MINDOU,Dicot,Annual,Forb/herb,caryophyllaceae,s,11.3,123.7,0.8121,30.6,,,UnassistedAnt,0,1,0,0,1,0,0,0,0,0
mitella_breweri,mitella_breweri,MITBRE,Dicot,Perennial,Forb/herb,saxifragaceae,n,9.7,243.7,0.8308,11.9,,0.14,WindBallistic,1,0,0,0,0,0,0,0,0,1
mitella_diversifolia,mitella_diversifolia,MITDIV,Dicot,Perennial,Forb/herb,saxifragaceae,n,6.4,331,0.841,13.1,,,WindBallistic,1,0,0,0,0,0,0,0,0,1
mitella_spp,mitella_spp,MITSPP,Dicot,,,saxifragaceae,n,15.9,288.3,0.8294,19,,,No_Data,,,,,,,,,,
moehringia_macrophylla,moehringia_macrophylla,MOEMAC,Dicot,Perennial,Forb/herb,caryophyllaceae,n,7.3,338,0.8558,13.1,,,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
monardella_odoratissima,monardella_odoratissima,MONODO,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,n,20.4,216.4,0.8092,18.1,,0.52,No_Data,,,,,,,,,,
monardella_odoratissima,monardella_odoratissima,MONODO,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,s,6.6,124.2,0.764,27.8,,0.52,No_Data,,,,,,,,,,
monardella_sheltonii,monardella_sheltonii,MONSHE,Dicot,Perennial,"Forb/herb, Subshrub",lamiaceae,n,30.2,68.9,0.4745,80.3,,,No_Data,,,,,,,,,,
monardella_villosa,monardella_villosa,MONVIL,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,s,31.8,72.3,0.6201,45.3,,0.48,No_Data,,,,,,,,,,
monardella_viridis,monardella_viridis,MONVIR,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,s,20.9,50.3,0.7103,37.4,,,No_Data,,,,,,,,,,
montia_parviflora,montia_parviflora,MONPAR,Dicot,,Forb/herb,portulacaceae,n,3.5,118.8,0.9014,,,,No_Data,,,,,,,,,,
nassella_lepida,nassella_lepida,NASLEP,Monocot,Perennial,Graminoid,poaceae,n,48,154.3,0.5678,37.7,,1.17,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
nassella_lepida,nassella_lepida,NASLEP,Monocot,Perennial,Graminoid,poaceae,s,89.6,97.4,0.478,44.5,,1.17,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
nassella_pulchra,nassella_pulchra,NASPUL,Monocot,Perennial,Graminoid,poaceae,n,50,157.6,0.6455,41.5,,4.83,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
nassella_pulchra,nassella_pulchra,NASPUL,Monocot,Perennial,Graminoid,poaceae,s,46,78.4,0.5167,37.2,,4.83,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
navarretia_jepsonii,navarretia_jepsonii,NAVJEP,Dicot,Annual,Forb/herb,polemoniaceae,s,9.1,186,0.8145,32.8,,,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
navarretia_mellita,navarretia_mellita,NAVMEL,Dicot,Annual,Forb/herb,polemoniaceae,n,6.4,152.7,0.6464,41.7,,0.11,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
navarretia_pubescens,navarretia_pubescens,NAVPUB,Dicot,Annual,Forb/herb,polemoniaceae,s,11.3,170.6,0.8032,26.9,,,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
navarretia_tagetina,navarretia_tagetina,NAVTAG,Dicot,Annual,Forb/herb,polemoniaceae,n,10.6,175.5,0.7254,31.7,,,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
nemophila_heterophylla,nemophila_heterophylla,NEMHET,Dicot,Annual,Forb/herb,boraginaceae,n,31.1,414.8,0.8467,14.8,,,Ant,0,0,0,0,1,0,0,0,0,0
nemophila_menziesii,nemophila_menziesii,NEMMEN,Dicot,Annual,Forb/herb,boraginaceae,n,10.5,258,0.835,22.7,,1.69,Ant,0,0,0,0,1,0,0,0,0,0
nemophila_menziesii,nemophila_menziesii,NEMMEN,Dicot,Annual,Forb/herb,boraginaceae,s,16.6,346.7,0.8747,27.7,,1.69,Ant,0,0,0,0,1,0,0,0,0,0
nemophila_parviflora,nemophila_parviflora,NEMPAR,Dicot,Annual,Forb/herb,boraginaceae,n,10,384.1,0.8816,12.2,,4.54,Ant,0,0,0,0,1,0,0,0,0,0
nemophilla_pedunculata,nemophilla_pedunculata,NEMPED,Dicot,,Forb/herb,hydrophyllaceae,n,6.4,267.2,0.8702,15.8,,,No_Data,,,,,,,,,,
nemophilla_pedunculata,nemophilla_pedunculata,NEMPED,,,Forb/herb,,s,5.9,251.7,0.8779,13.7,,,No_Data,,,,,,,,,,
nothochelone_nemorosa,nothochelone_nemorosa,NOTNEM,Dicot,Perennial,Subshrub,scrophulariaceae,n,37.4,,,13.7,,0.59,No_Data,,,,,,,,,,
oemleria_cerasiformis,oemleria_cerasiformis,OEMCER,Dicot,Perennial,"Tree, Shrub",rosaceae,s,97.5,109.7,0.6671,21,0.65,197.59,No_Data,,,,,,,,,,
oemleria_cerasiformis,oemleria_cerasiformis,OEMCER,Dicot,Perennial,"Tree, Shrub",rosaceae,n,147.2,218.9,0.7273,21.2,0.61,197.59,No_Data,,,,,,,,,,
olea_europea,olea_europea,OLEEUR,,Perennial,tree,#N/A,n,6.9,38.3,0.4645,40.7,,,No_Data,,,,,,,,,,
orthilia_secunda,orthilia_secunda,ORTSEC,Dicot,Perennial,Subshrub,ericaceae,n,7.4,143.7,0.6681,26.5,,0,Unassisted,0,1,0,0,0,0,0,0,0,0
osmorhiza_berteroi,osmorhiza_berteroi,OSMBER,Dicot,Perennial,Forb/herb,apiaceae,n,21.9,398.7,0.8308,13.1,,5.88,Adhesive,0,0,1,0,0,0,0,0,0,0
osmorhiza_occidentalis,osmorhiza_occidentalis,OSMOCC,Dicot,Perennial,Forb/herb,apiaceae,n,53.7,483.2,0.8467,11.9,,13.1,Adhesive,0,0,1,0,0,0,0,0,0,0
packera_cana,packera_cana,PACCAN,Dicot,Perennial,"Forb/herb, Subshrub",asteraceae,s,7.4,66.7,0.7307,52.5,,0.33,Wind,1,0,0,0,0,0,0,0,0,0
paxistima_myrsinites,paxistima_myrsinites,PAXMYR,Dicot,Perennial,Shrub,celastraceae,n,43.2,109.4,0.5755,37.1,0.8,,No_Data,,,,,,,,,,
pectocarya_pusilla,pectocarya_pusilla,PECPUS,Dicot,Annual,Forb/herb,boraginaceae,n,12.3,280.9,0.7606,39.3,,,Adhesive,0,0,1,0,0,0,0,0,0,0
pedicularis_densiflora,pedicularis_densiflora,PEDDEN,Dicot,Perennial,Forb/herb,scrophulariaceae,n,25.7,174.3,0.7787,18.5,,3.38,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
pedicularis_densiflora,pedicularis_densiflora,PEDDEN,Dicot,Perennial,Forb/herb,scrophulariaceae,s,14.6,80.1,0.7157,23.4,,3.38,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
pedicularis_racemosa,pedicularis_racemosa,PEDRAC,Dicot,Perennial,"Subshrub, Forb/herb",scrophulariaceae,n,9.2,370.2,0.851,10.7,,1.21,AdhesiveAnt,0,0,1,0,1,0,0,0,0,0
pellaea_andromedifolia,pellaea_andromedifolia,PELAND,Fern,Perennial,Forb/herb,pteridaceae,n,20.9,233,0.7667,22.6,,,Wind,1,0,0,0,0,0,0,0,0,0
penstemon_heterophyllus,penstemon_heterophyllus,PENHET,Dicot,Perennial,"Subshrub, Forb/herb",scrophulariaceae,s,30.3,101.1,0.7298,42.2,,0.5,Unassisted,0,1,0,0,0,0,0,0,0,0
penstemon_roezlii,penstemon_roezlii,PENROE,Dicot,Perennial,"Forb/herb, Subshrub",scrophulariaceae,s,26.2,99.2,0.6779,32.2,,1.02,Unassisted,0,1,0,0,0,0,0,0,0,0
pentagramma_triangularis,pentagramma_triangularis,PENTRI,Fern,Perennial,Forb/herb,pteridaceae,n,23.6,137.9,0.7267,21.8,,,WindWater,1,0,0,0,0,1,0,0,0,0
pentagramma_triangularis,pentagramma_triangularis,PENTRI,Fern,Perennial,Forb/herb,pteridaceae,s,9.6,79.2,0.684,35.3,,,WindWater,1,0,0,0,0,1,0,0,0,0
perideridia_kelloggii,perideridia_kelloggii,PERKEL,Dicot,Perennial,Forb/herb,apiaceae,n,112.8,132.5,0.8274,14.4,,5.7,Wind,1,0,0,0,0,0,0,0,0,0
perideridia_kelloggii,perideridia_kelloggii,PERKEL,Dicot,Perennial,Forb/herb,apiaceae,s,76.7,163.1,0.7813,16.5,,5.7,Wind,1,0,0,0,0,0,0,0,0,0
perideridia_oregana,perideridia_oregana,PERORE,Dicot,Perennial,Forb/herb,apiaceae,s,61.4,49.3,0.6664,44,,1.85,Wind,1,0,0,0,0,0,0,0,0,0
petasites_frigidus_var_palmatus,petasites_frigidus,PETFRI,Dicot,Perennial,Forb/herb,asteraceae,n,28.8,282.5,0.9093,13.1,,,No_Data,,,,,,,,,,
petrorhagia_dubia,petrorhagia_dubia,PETDUB,Dicot,Annual,Forb/herb,caryophyllaceae,n,21.3,163.2,0.7227,55.3,,,Adhesive,0,0,1,0,0,0,0,0,0,0
petrorhagia_prolifera,petrorhagia_prolifera,PETPRO,Dicot,Annual,Forb/herb,caryophyllaceae,n,57.9,123.4,0.7345,57.4,,0.33,Adhesive,0,0,1,0,0,0,0,0,0,0
petrorhagia_prolifera,petrorhagia_prolifera,PETPRO,Dicot,Annual,Forb/herb,caryophyllaceae,s,21.6,165.6,0.7267,34.5,,0.33,Adhesive,0,0,1,0,0,0,0,0,0,0
phacelia_corymbosa,phacelia_corymbosa,PHACOR,Dicot,Perennial,Forb/herb,boraginaceae,s,41.4,135.3,0.7727,14.2,,1.7,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_distans,phacelia_distans,PHADIS,Dicot,"Annual, Perennial",Forb/herb,boraginaceae,n,40.1,232.5,0.8386,14.8,,0.73,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_distans,phacelia_distans,PHADIS,Dicot,"Annual, Perennial",Forb/herb,boraginaceae,s,42.4,165.6,0.7814,14.9,,0.73,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_hastata_ssp_hastata,phacelia_hastata,PHAHAS,Dicot,Perennial,Forb/herb,boraginaceae,n,59.4,150.2,0.7548,19.4,,,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_hastata_ssp_hastata,phacelia_hastata,PHAHAS,Dicot,Perennial,Forb/herb,boraginaceae,s,6.7,111,0.7931,22.9,,,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_heterophylla,phacelia_heterophylla,PHAHET,Dicot,"Biennial, Perennial",Forb/herb,boraginaceae,n,21.3,378.1,0.8628,12,,1,Unassisted,0,1,0,0,0,0,0,0,0,0
phacelia_imbricata,phacelia_imbricata,PHAIMB,Dicot,"Annual, Perennial","Subshrub, Forb/herb",boraginaceae,n,41.9,114.3,0.6947,23.9,,0.48,Unassisted,0,1,0,0,0,0,0,0,0,0
philadelphus_lewisii,philadelphus_lewisii,PHILEW,Dicot,Perennial,Shrub,hydrangeaceae,n,1.7,533.4,0.8395,13.6,0.97,0.1,Wind,1,0,0,0,0,0,0,0,0,0
phlox_adsurgens,phlox_adsurgens,PHLADS,Dicot,Perennial,"Subshrub, Shrub, Forb/herb",polemoniaceae,n,6.5,228.4,0.7802,33.2,,,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_diffusa,phlox_diffusa,PHLDIF,Dicot,Perennial,"Subshrub, Forb/herb",polemoniaceae,s,2.5,139.7,0.7162,33.7,,5.01,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_gracilis,phlox_gracilis,PHLGRA,Dicot,Annual,Forb/herb,polemoniaceae,n,8.3,235.6,0.84,19.5,,1.19,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_gracilis,phlox_gracilis,PHLGRA,Dicot,Annual,Forb/herb,polemoniaceae,s,6.2,204.2,0.8772,,,1.19,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phlox_speciosa,phlox_speciosa,PHLSPE,Dicot,Perennial,"Subshrub, Shrub, Forb/herb",polemoniaceae,s,10.8,218.2,0.8271,14.7,,6.59,WindUnassistedBallistic,1,1,0,0,0,0,0,0,0,1
phoradendron_densum,phoradendron_densum,PHODEN,Dicot,Perennial,"Shrub, Subshrub",santalaceae,s,15.3,22.9,0.6066,58.8,,0.89,BirdAdhesive,0,0,1,0,0,0,0,1,0,0
phoradendron_libocedri,phoradendron_libocedri,PHOLIB,Dicot,Perennial,"Shrub, Subshrub",santalaceae,s,790,41.2,0.2392,36.1,,,No_Data,,,,,,,,,,
picea_breweriana,picea_breweriana,PICBRE,Gymnosperm,Perennial,Tree,pinaceae,n,1600,30.3,0.5023,62,0.73,8.5,UnassistedWind,1,1,0,0,0,0,0,0,0,0
pickeringia_montana,pickeringia_montana,PICMON,Dicot,Perennial,Shrub,fabaceae,s,70.5,108.7,0.7109,18.2,0.73,8.48,No_Data,,,,,,,,,,
pickeringia_montana,pickeringia_montana,PICMON,Dicot,Perennial,Shrub,fabaceae,n,111.9,99.8,0.6554,15.3,0.69,8.48,No_Data,,,,,,,,,,
picris_echioides,picris_echioides,PICECH,Dicot,Annual,Forb/herb,asteraceae,n,62.8,227.9,0.8857,18.6,,0.84,Wind,1,0,0,0,0,0,0,0,0,0
pinus_albicaulis,pinus_albicaulis,PINALB,Gymnosperm,Perennial,Tree,pinaceae,s,870,32.6,0.5225,51.3,0.65,149,No_Data,,,,,,,,,,
pinus_attenuata,pinus_attenuata,PINATT,Gymnosperm,Perennial,Tree,pinaceae,s,1769,82.1,0.5261,39.7,0.55,16,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pinus_balfouriana,pinus_balfouriana,PINBAL,Gymnosperm,Perennial,Tree,pinaceae,s,1154.5,30.8,0.4913,33.3,0.59,27,No_Data,,,,,,,,,,
pinus_coulteri,pinus_coulteri,PINCOU,Gymnosperm,Perennial,Tree,pinaceae,s,740,26.8,0.4934,53.5,0.5,286,No_Data,,,,,,,,,,
pinus_coulteri,pinus_coulteri,PINCOU,Gymnosperm,Perennial,Tree,pinaceae,n,1200,26.1,0.5255,37.4,,286,No_Data,,,,,,,,,,
pinus_jeffreyi,pinus_jeffreyi,PINJEF,Gymnosperm,Perennial,Tree,pinaceae,s,889,31.8,0.5228,47.8,0.58,126,WindBirdMammal,1,0,0,0,0,0,0,1,1,0
pinus_lambertiana,pinus_lambertiana,PINLAM,Gymnosperm,Perennial,Tree,pinaceae,n,3450,47.6,0.5268,53.5,0.53,210,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pinus_monticola,pinus_monticola,PINMON,Gymnosperm,Perennial,Tree,pinaceae,s,690.5,49.5,0.4972,50.4,0.57,21,Wind,1,0,0,0,0,0,0,0,0,0
pinus_ponderosa,pinus_ponderosa,PINPON,Gymnosperm,Perennial,Tree,pinaceae,n,1980,38.5,0.5337,36.8,0.52,34.5,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pinus_radiata,pinus_radiata,PINRAD,Gymnosperm,Perennial,Tree,pinaceae,s,1040,52.6,0.6696,39.6,0.58,32,No_Data,,,,,,,,,,
pinus_radiata,pinus_radiata,PINRAD,Gymnosperm,Perennial,Tree,pinaceae,n,1410,52.7,0.6412,37.8,0.52,32,No_Data,,,,,,,,,,
pinus_sabiniana,pinus_sabiniana,PINSAB,Gymnosperm,Perennial,Tree,pinaceae,s,13.7,37.3,0.5052,42.7,0.59,714,WindBirdMammalWater,1,0,0,0,0,1,0,1,1,0
pinus_sabiniana,pinus_sabiniana,PINSAB,Gymnosperm,Perennial,Tree,pinaceae,n,11.8,30.2,0.5252,28,0.55,714,WindBirdMammalWater,1,0,0,0,0,1,0,1,1,0
piperia_unalascensis,piperia_unalascensis,PIPUNA,Monocot,Perennial,Forb/herb,orchidaceae,n,3.7,367.1,0.9385,13.5,,,Wind,1,0,0,0,0,0,0,0,0,0
plagiobothrys_nothofulvus,plagiobothrys_nothofulvus,PLANOT,Dicot,Annual,Forb/herb,boraginaceae,n,24.6,377.3,0.8372,19.9,,1.29,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
plagiobothrys_nothofulvus,plagiobothrys_nothofulvus,PLANOT,Dicot,Annual,Forb/herb,boraginaceae,s,20.1,312.8,0.8579,20.5,,1.29,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
plantago_erecta,plantago_erecta,PLAERE,Dicot,Annual,Forb/herb,plantaginaceae,n,6.6,137.2,0.7344,35.2,,1.39,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
plantago_erecta,plantago_erecta,PLAERE,Dicot,Annual,Forb/herb,plantaginaceae,s,8,148.1,0.7721,28.9,,1.39,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
plantago_lanceolata,plantago_lanceolata,PLALAN,Dicot,"Annual, Biennial, Perennial",Forb/herb,plantaginaceae,n,50.6,164.7,0.8419,21.4,,1.3,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
platystemon_californicus,platystemon_californicus,PLACAL,Dicot,Annual,Forb/herb,papaveraceae,s,21.8,374.4,0.8729,15.6,,0.51,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
plectritis_ciliosa,plectritis_ciliosa,PLECIL,Dicot,Annual,Forb/herb,valerianaceae,n,18.1,347.8,0.8423,20.7,,0.39,No_Data,,,,,,,,,,
plectritis_ciliosa,plectritis_ciliosa,PLECIL,Dicot,Annual,Forb/herb,valerianaceae,s,9.9,349.7,0.8665,,,0.39,No_Data,,,,,,,,,,
poa_annua,poa_annua,POAANN,Monocot,Annual,Graminoid,poaceae,n,10.6,374.7,0.7208,12.7,,0.3,Unassisted,0,1,0,0,0,0,0,0,0,0
poa_bulbosa,poa_bulbosa,POABUL,Monocot,Perennial,Graminoid,poaceae,n,40,228.4,0.6884,33.5,,0.9,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
poa_howellii,poa_howellii,POAHOW,Monocot,Annual,Graminoid,poaceae,n,40.7,387.7,0.6849,40.7,,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
poa_secunda,poa_secunda,POASEC,Monocot,Perennial,Graminoid,poaceae,n,56.1,360.7,0.6849,41.5,,0.37,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
poa_secunda,poa_secunda,POASEC,Monocot,Perennial,Graminoid,poaceae,s,36.3,173.1,0.6584,29,,0.37,WindUnassistedMammal,1,1,0,0,0,0,0,0,1,0
polygala_californica,polygala_californica,POLCALI,Dicot,Perennial,"Subshrub, Forb/herb",polygalaceae,n,8.4,347.7,0.7913,,,,Ant,0,0,0,0,1,0,0,0,0,0
polygala_californica,polygala_californica,POLCALI,Dicot,Perennial,"Subshrub, Forb/herb",polygalaceae,s,6.4,340.3,0.7929,14.8,,,Ant,0,0,0,0,1,0,0,0,0,0
polygala_cornuta,polygala_cornuta,POLCOR,Dicot,Perennial,"Subshrub, Shrub",polygalaceae,s,13.3,174,0.6816,21.9,0.47,,No_Data,,,,,,,,,,
